NAME,FACILITY_TYPE,BUILDING_NAME,ADDRESS,LATITUDE,LONGITUDE,LINK
"Hunt Club-Riverside Park Community Centre","Community Center","Hunt Club-Riverside Park Community Centre","3320 Paul Anka Dr","45.35214816432137","-75.67281137176212","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/hunt-club-riverside-park-community-centre"
"Tom Flood Arena","Arena","Tony Graham Recreation Complex - Kanata","100 Charlie Rogers Pl","45.294120156243046","-75.90122727825614","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/kanata-recreation-complex"
"Ray Friel Recreation Complex Arena #2 (Market)","Arena","Ray Friel Recreation Complex","1585 Tenth Line Rd","45.47181598673781","-75.49174456435611","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex"
"Arena - 1- Steve Yzerman","Arena","Nepean Sportsplex","1701 Woodroffe Ave","45.32753018174223","-75.74578206307694","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Nault Park Field House","Field House","Nault Park Field House","325 St.Denis St","45.44119389580893","-75.65823538791206",""
"Albion Heatherington Community Centre","Community Center","Albion Heatherington Community Centre","1560 Heatherington Rd","45.373181728728916","-75.64793806179394","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/albion-heatherington-recreation-centre"
"Galetta Community Hall","Community Center","Galetta Community Hall","119 Darwin St","45.42442747439731","-76.25956241539828","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"Fitness Centre","Fitness Centre","Ray Friel Recreation Complex","1585 Tenth Line Rd","45.47201444665651","-75.4935122512059","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex"
"The Elizabeth Manley International Skating Rink","Arena","Bob MacQuarrie Recreation Complex - Orléans","1490 Youville Dr","45.466493420856395","-75.54545670009615","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bob-macquarrie-recreation-complex-orleans"
"Pinecrest Rec Complex Pool","Pool - Indoor","Pinecrest Recreation Complex","2250 Torquay Ave","45.34756297605641","-75.77402093461326","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/pinecrest-recreation-complex"
"Ray Friel Recreation Complex Arena #1 - Ron Racette Arena","Arena","Ray Friel Recreation Complex","1585 Tenth Line Rd","45.47230714352353","-75.4925557861768","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex"
"Vanier Sugar Shack","Field House","Vanier Sugar Shack","320 Des Peres Blancs Ave","45.44433408327178","-75.66249331701881",""
"Greely Community Centre","Community Center","Greely Community Centre","1448 Meadow Dr","45.26108729607006","-75.55746309799176","https://ottawa.ca/en/recreation-and-parks/halls-and-community-centres"
"Harkness Park Fieldhouse","Field House","Harkness Park Fieldhouse","6050 Piperville Rd","45.365055212905965","-75.46401099696374",""
"Sandalwood Field House","Field House","Sandalwood Field House","2850 Sandalwood Dr","45.37803076168853","-75.64793525186373",""
"Kiwanis Park Secondary Structure # 1","Field House","Kiwanis Park Secondary Structure # 1","395 Levis Ave","45.43659058263772","-75.65291336572368",""
"Vars Fieldhouse","Field House","Vars Fieldhouse","5717 Rockdale Rd","45.3561919150938","-75.35054136545547",""
"WBSC Fitness Centre","Fitness Centre","Walter Baker Sports Centre","100 Malvern Dr","45.28036312454462","-75.761875561055","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/walter-baker-sports-centre"
"Surgenor Barrhaven Buick Arena Rink A","Arena","Walter Baker Sports Centre","100 Malvern Dr","45.27982639499678","-75.76197212455814","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/walter-baker-sports-centre"
"Alexander CC","Community Center","Alexander CC","960 Silver St","45.3805287037407","-75.73142082598714","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/alexander-community-centre"
"Fitness Centre","Fitness Centre","Bob MacQuarrie Recreation Complex - Orléans","1490 Youville Dr","45.46587832976451","-75.54424624181036","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bob-macquarrie-recreation-complex-orleans"
"Sawmill Creek Pool","Pool - Indoor","Sawmill Creek Pool and Community Centre","3380 D'Aoust Ave","45.349727325819174","-75.63633423311315","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/sawmill-creek-community-centre-and-pool"
"Johnny Leroux Arena","Arena","Johnny Leroux Stittsville Community Arena","10 Warner-Colpitts Ln","45.260652600140205","-75.92665428191768","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/johnny-leroux-stittsville-community-arena"
"Richcraft Recreation Complex","Recreation Complex","Richcraft Recreation Complex","4101 Innovation Dr","45.34039736479766","-75.93056947320083","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/richcraft-recreation-complex-kanata"
"Bob MacQuarrie Rec C - Orléans","Recreation Complex","Bob MacQuarrie Recreation Complex - Orléans","1490 Youville Dr","45.46633970651636","-75.5451071719073","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bob-macquarrie-recreation-complex-orleans"
"Queenswood Ridge Fieldhouse","Field House","Queenswood Ridge Fieldhouse","346 Kennedy Lane East","45.47792636832472","-75.50411849267884",""
"Elizabeth Manley Park: Fieldhouse","Field House","Elizabeth Manley Park: Fieldhouse","1161 Blohm Dr","45.3699277224692","-75.61989181241074",""
"Fairfield Fieldhouse Storage","Field House","Fairfield Fieldhouse Storage","49 Appleford St","45.44099362810924","-75.60617319953246",""
"Frank J. Licari Park: Fieldhouse","Field House","Frank J. Licari Park: Fieldhouse","1990 Cochrane St","45.36862290835898","-75.6569179510557",""
"Frank Ryan Field House","Field House","Frank Ryan Field House","950 Alpine Ave","45.35624426978983","-75.78921836848531",""
"Nepean Sportsplex","Recreation Complex","Nepean Sportsplex","1701 Woodroffe Ave","45.32655443198598","-75.7456334907121","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Fitness Centre","Fitness Centre","Minto Recreation Complex","3500 Cambrian Rd","45.25302508206905","-75.73418869976918","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/minto-recreation-complex-barrhaven"
"Sportsplex Fitness Centre","Fitness Centre","Nepean Sportsplex","1701 Woodroffe Ave","45.326743741619175","-75.74532507212561","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Vernon Recreation Centre","Community Center","Vernon Recreation Centre","7950 Lawrence St","45.16318282715271","-75.45480915465652","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"Ray Friel Recreation Complex","Recreation Complex","Ray Friel Recreation Complex","1585 Tenth Line Rd","45.47201818919161","-75.49310865072515","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex"
"Richcraft Rec Cplx-Fitness/Gym","Fitness Centre","Richcraft Recreation Complex","4101 Innovation Dr","45.34015546733467","-75.93021948956616","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/richcraft-recreation-complex-kanata"
"Churchill Senior Recreation Centre","Community Center","Churchill Senior Recreation Centre","345 Richmond Rd","45.392395310544245","-75.75455197563262","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/churchill-seniors-centre"
"Stuart Holmes Arena","Arena","Osgoode Recreation Complex","5630 Osgoode Main St","45.14734981541331","-75.60145128429322","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/stuart-holmes-arena"
"Stuart Holmes Arena","Arena","Osgoode Recreation Complex","5630 Osgoode Main St","45.147604053474424","-75.60166279891509","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/stuart-holmes-arena"
"Glouc South Community Centre","Community Center","4550 Bank St. - Gloucester South Community Centre","4550 Bank St","45.329506737760966","-75.59990660061946",""
"Navan Memorial Centre Arena","Arena","Navan Memorial Centre","1295 Colonial Rd","45.420895090643825","-75.42117930175904","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/navan-memorial-centre"
"Pool - Indoor","Pool - Indoor","Minto Recreation Complex","3500 Cambrian Rd","45.25260687997054","-75.73484742538388","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/minto-recreation-complex-barrhaven"
"Arena South","Arena","Minto Recreation Complex","3500 Cambrian Rd","45.25285432291868","-75.73402245305113","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/minto-recreation-complex-barrhaven"
"Fallingbrook CC","Community Center","Fallingbrook CC","679 Deancourt Cres","45.481415773325956","-75.48673175755988","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/south-fallingbrook-community-centre"
"Plant Bath Indoor Pool","Pool - Indoor","Plant Bath Recreation Centre","930 Somerset St West","45.408009061502725","-75.71458464315297","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/plant-recreation-centre"
"Johnny Leroux Community Centre","Community Center","Johnny Leroux Stittsville Community Arena","10 Warner-Colpitts Ln","45.26086666337449","-75.92649610566413","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/johnny-leroux-stittsville-community-arena"
"Pinecrest Recreation Complex","Recreation Complex","Pinecrest Recreation Complex","2250 Torquay Ave","45.34792030386336","-75.77291263004666","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/pinecrest-recreation-complex"
"Sandy Hill Community Centre","Community Center","Sandy Hill Community Centre","250 Somerset St East","45.42273374592948","-75.67762811495936","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/sandy-hill-community-centre"
"Pat Clark Community Centre","Community Center","Pat Clark Community Centre","4355 Halmont Dr","45.42887022912707","-75.6197200895627","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/pat-clark-community-centre"
"St. Laurent Cmplx Arena","Arena","St. Laurent Complex/Don Gamble Community Centre","525 Côté St","45.43626024243589","-75.64644066184346","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/st-laurent-complex"
"St. Laurent CC","Community Center","St. Laurent Complex/Don Gamble Community Centre","525 Côté St","45.4365918811509","-75.64726141658596","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/st-laurent-complex"
"Curling Rink","Curling Rink","Nepean Sportsplex","1701 Woodroffe Ave","45.32638957950801","-75.74482796331199","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Nepean Sportsplex: Minto Field Gazebo","Field House","Nepean Sportsplex: Minto Field Gazebo","1701 Woodroffe Ave","45.32615566093968","-75.74201712849978","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Fisher Heights Community Place","Community Center","Fisher Heights Community Place","31 Sutton Place","45.36481433029624","-75.72188882945679","https://ottawa.ca/en/recreation-and-parks/halls-and-community-centres"
"Eva James Community Centre","Community Center","Eva James Community Centre","65 Stonehaven Dr","45.29062514250032","-75.85769891798905","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/eva-james-memorial-community-centre"
"Katie Xu and Jack Fan Rink #1","Arena","CardelRec Recreation Complex (Goulbourn)","1500 Shea Rd","45.26302365525888","-75.90771833831086","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/cardelrec-recreation-complex-goulbourn"
"St. Laurent Fitness Cntr.","Fitness Centre","St. Laurent Complex/Don Gamble Community Centre","525 Côté St","45.43667777205817","-75.64680255264727","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/st-laurent-complex"
"Crestview Pavilion","Recreation Complex","Crestview Pavilion","58 Fieldrow St","45.3443514935534","-75.73776035282984","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/crestview-outdoor-pool"
"Kanata Leisure & Wave Pool","Pool - Indoor","Kanata Leisure & Wave Pool Cntr","70 Aird Place","45.31142047946217","-75.89929422324064","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/kanata-leisure-centre-and-wave-pool"
"Ottawa Windsor Field House","Field House","Ottawa Windsor Field House","1 Windsor Ave","45.39399021421123","-75.67705399627138",""
"Owl Field House - 215 Owl Drive","Field House","Owl Field House - 215 Owl Drive","215 Owl Dr","45.35416324457768","-75.66469901880787",""
"Palmerston Fieldhouse Storage","Field House","Palmerston Fieldhouse Storage","1326 Ogilvie Rd","45.429097236046346","-75.623044699632",""
"Lions Park: Ott Gymnastics Clb","Athletic Facility","Lions Park: Ott Gymnastics Club:Bldng","294 Elmgrove Ave","45.39385701600873","-75.75215900205629",""
"Fisher Park Community Centre","Community Center","Fisher Park Community Centre","250 Holland Ave","45.39517792772425","-75.73108306123692","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/fisher-park-community-centre"
"CardelRec Recreation Complex (Goulbourn) Matt Bradley Arena #2","Arena","CardelRec Recreation Complex (Goulbourn)","1500 Shea Rd","45.262768660350716","-75.90741795245964","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/cardelrec-recreation-complex-goulbourn"
"Indoor Pool","Pool - Indoor","Bob MacQuarrie Recreation Complex - Orléans","1490 Youville Dr","45.46621117599234","-75.54417047430604","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bob-macquarrie-recreation-complex-orleans"
"Arena North","Arena","Minto Recreation Complex","3500 Cambrian Rd","45.25333366333205","-75.73449214977386","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/minto-recreation-complex-barrhaven"
"Kinburn CC","Community Center","Kinburn CC","3045 Kinburn Side Rd","45.39332235911277","-76.18727705510192","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"TD Place Stadium","Stadium","Lansdowne Park Complex: TD Place","1015 Bank St","45.39820075067461","-75.68346617346438","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lansdowne-park"
"Wellington Street Seniors Centre","Community Center","Wellington Street Seniors Centre","1137 Wellington St","45.40210621053905","-75.72693599860926",""
"Lowertown Cmplx","Recreation Complex","Lowertown Cmplx","40 Cobourg St","45.434451835409206","-75.68129606562184","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lowertown-pool"
"Mike O’Neil Arena","Arena","Manotick (Mike O’Neil) Arena","5572 Doctor Leach Dr","45.221902263480246","-75.6866091136405","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/manotick-community-centre"
"Francois Dupuis Community Center","Community Center","François Dupuis Rec Centre","2263 Portobello Blvd","45.4545957171216","-75.46327408647828","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/francois-dupuis-recreation-centre"
"Erica Wiebe Gymnasium","Athletic Facility","CardelRec Recreation Complex (Goulbourn)","1500 Shea Rd","45.26327134240144","-75.90819114140784",""
"J.G. Mlacak Centre","Recreation Complex","John G Mlacak Centre","2500 Campeau Dr","45.32161819982123","-75.89530109951333","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/john-g-mlacak-community-centre"
"Jack Purcell REC Cmplx","Recreation Complex","Jack Purcell Community Centre","320 Jack Purcell Ln","45.41575243458927","-75.68966408000423","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/jack-purcell-community-centre"
"John Rapp Pool","Pool - Indoor","Dovercourt Recreation Centre","411 Dovercourt Ave","45.383502104530706","-75.75264374196675","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/dovercourt-recreation-centre"
"Carlington Park Small Buildings","Field House","Carlington Park Small Buildings","1570 Raven Ave","45.37521056483285","-75.74323180168088","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ja-dulude-arena"
"Splash Wave Pool","Pool - Indoor","Splash Wave Pool","2040 Ogilvie Rd","45.43752146204818","-75.60055932818301","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/splash-wave-pool"
"Erskine Johnson Arena","Arena","Erskine Johnson Arena & CC","3832 Carp Rd","45.349160123612","-76.03909971362779","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/w-erskine-johnston-arena"
"Constance and Buckham’s Bay Community Centre","Community Center","Constance and Buckham’s Bay Community Centre","262 Len Purcell Dr","45.49904106144386","-76.09339201641262","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"Jack Charron Arena","Arena","Jack Charron Arena","10 McKitrick Dr","45.293430591991054","-75.88373558667433","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/jack-charron-arena"
"Bernard-Grandmaitre Arena","Arena","Bernard-Grandmaitre Arena","309 McArthur Ave","45.43285984604453","-75.65549501874735","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bernard-grandmaitre-arena"
"Richcraft Rec Complex - Pool","Pool - Indoor","Richcraft Recreation Complex","4101 Innovation Dr","45.340636189382614","-75.9309066540461","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/richcraft-recreation-complex-kanata"
"Jim Durrell Recreation Complex","Recreation Complex","Jim Durrell Recreation Centre","1265 Walkley Rd","45.37330447051851","-75.6590558992111","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/jim-durrell-recreation-centre"
"Pierre Rocque Community Centre","Community Center","Pierre Rocque Community Centre","1257 Joseph Drouin Ave","45.47420060359921","-75.52600795680266","https://ottawa.ca/en/recreation-and-parks/recreation-facilities#community-buildings"
"Rockcliffe CC","Community Center","Rockcliffe Park Community Centre","380 Springfield Rd","45.45083676905928","-75.67868435856201","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/rockcliffe-park-community-centre"
"Cumberland Millennium Sports Park Fieldhouse","Field House","Cumberland Millennium Sports Park Fieldhouse","245 Millennium Blvd","45.46675089361037","-75.44800164058508",""
"Belltown Dome: Arena","Arena","Belltown Dome: Arena","2915 Haughton Ave","45.36010010964129","-75.80400751806073","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/belltown-dome"
"St. Laurent Cmplx","Recreation Complex","St. Laurent Complex/Don Gamble Community Centre","525 Côté St","45.436301372751885","-75.64781757795141","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/st-laurent-complex"
"McNabb Arena","Arena","McNabb Arena","180 Percy","45.40907297518962","-75.7019207548262","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/mcnabb-community-centre"
"Carlsbad Springs Community Centre","Community Center","Carlsbad Springs Community Centre","6020 Piperville Rd","45.365464728471125","-75.46409169442234","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"Metcalfe Larry Robinson Arena","Arena","Metcalfe CC & Larry Robinson Arena","2785 8th Line Rd","45.229907218975974","-75.46839252437212","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/larry-robinson-arena"
"Deborah Anne Kirwan Pool","Pool - Indoor","Deborah Anne Kirwan Pool","1300 Kitchener Ave","45.36736978942179","-75.65760964484133","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/deborah-anne-kirwan-pool"
"Roger Sénécal Arena","Arena","Bob MacQuarrie Recreation Complex - Orléans","1490 Youville Dr","45.46649721604909","-75.5447897719646","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/bob-macquarrie-recreation-complex-orleans"
"Richmond Lions Park Canteen Building & Picnic Shelter","Field House","Richmond Lions Park Canteen Building & Picnic Shelter","3302 Huntley Rd","45.19816643680697","-75.84307761233626",""
"Nepean Sportsplex: Minto Field Kiosk","Field House","Nepean Sportsplex: Minto Field Kiosk","1701 Woodroffe Ave","45.3270034175782","-75.74266496473659","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/nepean-sportsplex"
"Heron Rd Multi-Service Cntr.","Community Center","Heron Rd Multi-Service Cntr.","1480 Heron Rd","45.37899872763739","-75.65398913780228","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/heron-road-community-centre"
"Dulude Arena","Arena","J. Alph. Dulude Arena","941 Clyde Ave","45.37440223799622","-75.7466378691835","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ja-dulude-arena"
"Ron Kolbus Lakeside Centre","Community Center","Ron Kolbus Lakeside Centre","102 Greenview Ave","45.363739638105706","-75.80133900513559","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ron-kolbus-lakeside-centre"
"Glen Cairn Community Centre","Community Center","Glen Cairn Community Centre","186 Morrena Rd","45.2960744792528","-75.88514798893094","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/glen-cairn-community-centre"
"Surgenor Barrhaven GMC Arena Rink B","Arena","Walter Baker Sports Centre","100 Malvern Dr","45.28012265714702","-75.7618229754749","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/walter-baker-sports-centre"
"Dovercourt Recreation Centre","Recreation Complex","Dovercourt Recreation Centre","411 Dovercourt Ave","45.38343021403706","-75.75290152521563","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/dovercourt-recreation-centre"
"Osgoode Community Centre","Community Center","Osgoode Recreation Complex","5630 Osgoode Main St","45.14726783214002","-75.60164948588258","https://ottawa.ca/en/residents/rural-residents/rural-recreation#rural-facilities-contact-information"
"Lowertown CC","Community Center","Lowertown Cmplx","40 Cobourg St","45.434568009977674","-75.68106933353906","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lowertown-pool"
"Miracle League Field House and Canteen","Field House","Miracle League Field House and Canteen","3659 Navan Rd","45.42742347025454","-75.4919950191489",""
"Carleton Heights CC","Community Center","Carleton Heights CC","1665 Apeldoorn Ave","45.35952058293434","-75.70289258374159","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/carleton-heights-community-centre"
"Earl Armstrong Arena","Arena","Earl Armstrong Arena","2020 Ogilvie Rd","45.43745916718622","-75.60131848903973","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/earl-armstrong-arena"
"CardelRec Recreation Complex (Goulbourn)","Recreation Complex","CardelRec Recreation Complex (Goulbourn)","1500 Shea Rd","45.263421991620085","-75.90793646543152","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/cardelrec-recreation-complex-goulbourn"
"Lowertown CC","Community Center","Lowertown Cmplx","40 Cobourg St","45.434674042323344","-75.68136506072722","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lowertown-pool"
"South Fallingbrook Community Centre","Community Center","South Fallingbrook Community Centre","998 Valin St","45.470957900346484","-75.46148727539442","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/south-fallingbrook-community-centre"
"St Lukes Community Centre: Bethell Fieldhouse","Community Center","St Lukes Community Centre: Bethell Fieldhouse","166 Frank St","45.41528221432819","-75.68657399310617","https://ottawa.ca/en/recreation-and-parks/recreation-facilities#community-buildings"
"R.J. Kennedy Arena","Arena","R.J. Kennedy Memorial Centre","1115 Dunning Rd","45.5146526627649","-75.40364136041484","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/rj-kennedy-arena"
"Linden Lea Community Centre","Community Center","Linden Lea Community Centre","15 Rockcliffe Way","45.44453521769292","-75.67492205784525","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lindenlea-community-centre"
"Ottawa Stadium","Stadium","Ottawa Stadium","300 Coventry Rd","45.419863206274684","-75.65400969395093","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ottawa-stadium-rcgt-park"
"Howard Darwin Centennial Arena","Arena","Howard Darwin Centennial Arena","1765 Merivale Rd","45.34207108002627","-75.72626950975388","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/howard-darwin-centennial-arena"
"Lois Kemp Arena","Arena","Lois Kemp Arena","200 Glen Park Dr","45.43037990740524","-75.56310757943452","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lois-kemp-arena-blackburn"
"Richmond Arena","Arena","Richmond Arena & CC","6095 Perth St","45.19584127670037","-75.83794169682027","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/richmond-arena"
"Lowertown Cmplx Indoor Pool","Pool - Indoor","Lowertown Cmplx","40 Cobourg St","45.43417544770096","-75.68143966221831","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/lowertown-pool"
"Manor Park Community Centre","Community Center","Manor Park Community Centre","100 Braemar St","45.45098879076768","-75.65707090989407","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/manor-park-community-centre"
"McNabb Community Centre","Community Center","McNabb Community Centre","180 Percy","45.40921992168435","-75.7023746924039","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/mcnabb-community-centre"
"Michele Heights CC","Community Center","Michele Heights CC","2955 Michele Dr","45.3545952740214","-75.80196919666359","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/michele-heights-community-centre"